,Unnamed: 0,Id,EssaySet,Score1,Score2,EssayText
4144,4145,6150,3.0,0.0,0.0,"اعتقد ان اوج تشابه بين باندا صين ودب كوالا استرال هي موط ""حيو صغير ياكل شيء تقريب غير خيزر او دب كوالا استرال ، الذ ياكل اوراق اوكالبتوس شكل حصر تقريبا"" كما ان لهم نفس طعم تقريب في طعام ياكل نباتات."
4145,4146,6151,3.0,1.0,2.0,باندا في صين و في استرالي متشابه لان مقصور علي هذين مكان محدد تنته ما لم تكن في اسر هي المك وحيد الذ تعيش يه. كلا مختلف عن ثعاب لان ثعاب تاكل اي شيء بما في ذلك انه تتكيف سهولة. ياكل باندا خيزر ياكل كوالا اوراق كينا قط.
4146,4147,6152,3.0,2.0,1.0,"باندا في صين تشب حيوان كوالا في استرالي لان كلا حيوان لا ياكل مجموع متنوع من اطعمة. ""الص باندا الت لا تاكل شيء تقريب سوي خيزر او دبب كوالا استرال ، الت تاكل اوراق كينا شكل حصر تقريبا."" تختلف هذه حيوان عن ثعاب لان ثعاب تاكل اي شيء تقريب ، بما في ذلك تمساح."
4147,4148,6154,3.0,1.0,2.0,باندا في صين تشب حيوانا كوالا في استرالي لان كلا لهم مصدر غذاء واحد ؛ خيزر والاوكالبتوس علي توال ، وهذ غير منتشر في جميع انحاء عالم ، لذل يجب عيش في منطق معينة. ومع ذلك ، يمك ان تاكل ثعاب جميع حيوان صغير تقريب ، تال يمك عيش نجاح في معظم انحاء عالم.
4149,4150,6156,3.0,1.0,1.0,"تشتر باندا في صين كولاس في استرالي في ميز كون من انواع متخصصة. يمك ان يعيش هذان نوع فقط في موط معين ، وهذ يختلف تمام عن ثعب الذ تكيف مع بيء جديد ، ويم عيش في عديد من موايل. ""ما يفضل عموم هو تغيير ، وما يفضل متخصص هو استقرار"" ()."
4150,4151,6157,3.0,0.0,0.0,باندا والكوال متشابه لان كل ما يفعل هو تناول طعام طوال يوم. تختلف عن ثعاب لان ثعاب هي حيوان اكثر خطورة. تقول القص في ايفرجليدز في عام 2005: ابتلع ثعبان تمساحا: الان لا تسمع اخبار عن باندا او كوالا الت تبتلع تمساحا.
4151,4152,6159,3.0,0.0,0.0,كلا خطير ولك لا تنظر الي والفرق هو ان ثعب ليس خطير ولك يبدو كذلك.
4152,4153,6160,3.0,1.0,1.0,باندا في صين تشب حيوان كوالا في استرالي ، لان كلا مصنف كمتخصص ، ولا ياكل سوي شيء واحدا. في مقابل ، تختلف ثعاب عن كلي شكل جذر ، لان مصنف علي انه عام يمك عيش في اي مكان تناول اي شيء.
4154,4155,6162,3.0,2.0,1.0,باندا والكوال متشابه في طبيع لان كلا يتغذي من مصدر غذاء واحد في غالب ، نسب باندا ، فان اوراق خيزر والاوكالبتوس كوالا تختلف عن ثعب لان لا استطيع عيش الا في موط الذ يحتو علي هذا طعام محدد.
4156,4157,6164,3.0,0.0,0.0,باندا ودب كوالا متشابه لان كلا متخصصان. علي رغم من اختلاف بين بين ثعب ؛ ثعب ليس متخصص علي عكس دب كوالا ودب باندا.
4157,4158,6165,3.0,0.0,0.0,ينظر كل من باندا والكوال الي حيوانا `` لطيف '' عام ، ولا تخاف منهم عاد لان من مرب اعشاب ، ولك ينظر الي ثعاب عموم علي انه اشياء قبيح عاد ما يخاف ناس منه لان اكل لحوم.
4158,4159,6166,3.0,1.0,2.0,"تشب باندا في صين حيوانا كوالا في استرالي لان تفضل طعام واحد مثل تفضيل باندا تاكل ""لا شيء تقريبا"" سوي خيزران. كلا مختلف عن ثعاب لان ثعاب تاكل اي شيء يمك اثبا عندم يبتلع ثعب اليغاتور. هذا يحر باندا والكوال شكل مختلف عن ثعب لان ياكل شيء واحد قط."
4159,4160,6167,3.0,2.0,1.0,وفق مقال ، فان باندا في صين تشب كوالا في استرالي تختلف عن ثعاب لان باندا والكوال من انواع متخصص ، اي انهم يعيش فقط في مكان معين يوفر لهم نوع وحيد من طعام الذ ياكلونه. في مقابل ، تعتبر ثعاب من انواع عام الت يمك عيش في عديد من اماكن.
4160,4161,6168,3.0,1.0,0.0,تشب حيوانا باندا في صين حيوانا كوالا في استرالي لان لا تاكل حيوانا اخرى. قال ان باندا تاكل بامبو فقط وان كوالا تاكل اوراق كينا ، علي عكس ثعب الذ ياكل حيوان اخري علي سبيل مثال ، قال ثعب اكل تمساح لكن اوضح بعد ذلك.
4162,4163,6170,3.0,1.0,1.0,"ياكل كل من باندا والكوال من لدان مختلف نوع واحد فقط من طعام. انه تختلف عن ثعاب لان ثعاب لدي مجموع كبير متنوع من اطعم من عديد من اماكن. ""تميل حيوان مثل سحال والثعاب في هذه ثقاف علي اقل الي ان تكون اقل احترام او دعما"" وهذ فرق اخر ينهما."
4163,4164,6171,3.0,2.0,2.0,باندا تشب كوالا لان متخصصان. هذا يعن انهم ياكل نوع واحد فقط من مواد مثل خيزر والاوكالبتوس و / او يمك عيش في مكان واحد قط. تختلف باندا عن ثعاب لان عموم يمك ان تاكل حيوانا مختلف ويم ان تتكيف مع اما مختلف عيش.
4164,4165,6172,3.0,1.0,1.0,"يشب باندا صين حيوان كوالا استرال لان كلا ياكل طعام لا ياكل بشر. ياكل باندا خيزر ياكل كوالا اوراق كينا. انه تختلف عن ثعاب لان ثعاب تاكل فير والحيوانا اخرى. قال ، "" 2005: ابتلع تمساح"" مما يعن انه يمك مهاجم بشر !."
4165,4166,6173,3.0,1.0,1.0,باندا والكوال لدي كثير من قواسم مشترك الت ترا عين. كلا متخصص ، حيوانا مع نظام غذاء انتقاء / حصري. ثعاب مختلفة. انهم اشب ناس من حيث انهم ياكل اي شيء يصادف في طريق.
4167,4168,6176,3.0,2.0,2.0,"تتشاب حيوانا باندا في صين والكوال في استرالي سبب ""طعام واحد ، باندا ، خيزر ، كوالا ، اوكالبتوس"" ، او اوسترالي كوالا الت تاكل اوراق اوكالبتوس شكل حصر تقريب ، ""تختلف عن ثعاب لان ثعاب يمك ان تاكل مجموع متنوع من حيوانات"". ابتلع ثعبان تمساحا."
4168,4169,6177,3.0,1.0,1.0,تشب باندا في صين كوالا في استرالي من حيث انه حصر بشء موط ، خاص متطلبا اكل. لا ياكل باندا شيء تقريب سوي خيزر ، ينم ياكل كوالا اوراق اوكالبتوس حصريا. كلا مختلف عن ثعاب ، لان غازي للغا ، ياكل كل ما يعترض طريقهما.
4169,4170,6178,3.0,0.0,0.0,يشب باندا صين دب كوالا استرال لان ياكل شيء يتسبب في تدهور ارض شكل منفرد. في فقر 23 تقول كيف تتحلل ارض معدل تنبيه. كل هذه حيوان تمنع حدوث ذلك.
4170,4171,6179,3.0,1.0,1.0,"تتشاب حيوانا باندا في صين والكوال في استرالي لان كلا ياكل طعام غير موجود كثرة. ومع ذلك ، فه تختلف عن ثعب لان ثعب يمك ان يعيش في اما عديد في جميع انحاء عالم. هذا واضح كما دعا مولف باندا والكوال ""المتخصصين"" ، ينم يقول ثعب هو ""اختصاصي"". لا يمك ان تتكيف باندا والكوال مثل ثعابين."
4171,4172,6180,3.0,2.0,2.0,"باندا من صين ليس كوالا من استرالي كلا متخصص ، وهذ يعن انه لا يمك عيش الا في منطق ما سبب ما يعتمد علي في حيا ايضا. ""احد متخصص هو باندا صين ، الت لا تاكل شيء سوي خيزر او استرالي دب كوالا الذ ياكل اوراق اوكالبتوس شكل شبه حصر "". ثعاب هي عكس باندا والكوال لان عامة. كما هو مذكور في مقال ، يمك في اي مكان تقريب سبب قدر علي تكيف."
4172,4173,6181,3.0,0.0,1.0,تشب باندا كوالا لان تاكل نبات ولا تبحث عن ريس مثل كوبرا. سوف تسافر كوبرا في كل مكان بحث عن طعام.
4173,4174,6182,3.0,1.0,1.0,"باندا في صين تشب حيوانا كوالا في استرالي لان متخصص تال لا استطيع عيش الا في بيء او منطق معينة. كلا هذين حيوان يختلف عن ثعب لان ثعاب عام ، وهم ""الانواع"" الت اصبح اكثر وفر في كثير من الاح هي تلك الت تعمل شكل افضل في بشر حول ""(اخنباخ)."
4174,4175,6183,3.0,1.0,1.0,باندا في صين كذل كوالا في استرالي متشابه لان كلا يعتبر متخصصين. وفق مقال ، لا ياكل باندا شيء تقريب سوي خيزر والكوال ياكل في غالب اوراق اوكالبتوس. لذل ، كما توضح القص ، فان هذه انواع تفضل استقرار مقابل عموم ذين يفضل تغيير.
4176,4177,6185,3.0,1.0,1.0,"باندا في صين تشب كوالا في استرالي لان كلا ياكل نباتات. كلا نوع من بيرة. ""الباند صين الت لا تاكل سوي خيزر او دب كوالا استرال الذ ياكل اوراق كينا شكل حصر تقريبا"" هذه هي طريق الت تتشاب بها دبب باندا ودب كوالا."
